,class,mfcc,image
1146,bird,"[-5.4259650e+02  1.8286951e+01 -9.4313377e+01 -3.2186607e+01
 -4.5435989e+01 -3.6439518e+01 -1.4976084e+01 -1.8255577e+01
 -1.8172998e+01  5.8279262e+00 -7.8530731e+00  9.3173008e+00
  3.5683112e+00  8.0768852e+00  2.2523968e+00  1.2170255e+01
  4.3078942e+00  1.2541144e+01  1.0556723e+01  9.4572334e+00
  2.0693226e+00  5.3416066e+00  1.7528348e+00  6.4100399e+00
  1.6901246e+00  4.8518305e+00  7.2188623e-02  4.4633489e+00
  9.0707719e-01  3.5502436e+00 -2.3028142e+00  2.3291795e+00
 -1.9821198e+00  3.1930971e+00 -1.0023351e+00  2.4838693e+00
 -8.6455745e-01  3.4840417e+00 -1.3534713e+00  1.6850632e+00]",0810.jpg
1147,dog,"[-4.8453854e+02  1.4058307e+02  2.0378928e+00 -6.9222088e+00
 -3.5245638e+00  1.2103964e+01  3.6286089e+00  2.6752496e+00
 -3.1955512e+00  9.2734947e+00  5.4816622e-01  5.2816623e-01
 -5.4595623e+00 -2.5919056e-01 -4.4642425e+00  6.6700399e-01
 -6.3439484e+00 -3.6891139e+00 -8.1012993e+00 -7.8024620e-01
 -8.1736193e+00 -2.6612761e+00 -5.0658269e+00  1.6722192e+00
 -6.1941981e+00 -1.8829051e+00 -5.0409203e+00  1.1997728e+00
 -6.1447539e+00 -1.5191109e+00 -6.0583553e+00  2.4981249e-02
 -3.6444488e+00 -1.4798431e+00 -6.4395351e+00 -5.8783674e-01
 -3.1385787e+00 -1.2498845e+00 -6.2628055e+00 -2.3095686e+00]",n02100735_748.jpg
1148,dog,"[-6.4074310e+02  9.2576057e+01 -9.9584408e+00  2.6205492e+01
 -3.4628854e+00  1.9743856e+01  1.4570490e+01  5.2171330e+00
  1.1981710e+01  1.5287994e+01  8.8075030e-01  1.0778984e+01
  7.5758743e-01  1.6723992e+00 -6.6954875e+00  1.8388232e+00
  3.3565748e-02  3.2315032e+00 -2.8695877e+00  4.7372465e+00
 -1.2432014e+00  9.5664477e-01 -6.8482623e+00  1.9749210e+00
 -1.5579419e+00  1.8444145e+00 -3.7796867e+00  2.5489347e+00
 -2.3441150e+00  1.8193699e+00 -4.4457656e-01  4.9152789e+00
 -2.7405460e+00 -5.9528232e-01 -1.9820420e+00  1.7341518e+00
 -2.5511787e+00  1.7359241e+00 -2.8328943e+00  9.0931040e-01]",n02091467_340.jpg
1149,bird,"[-5.4266315e+02  6.7623833e+01  2.5965776e+01  6.2220558e+01
  4.7224796e-01 -7.1390042e+00  5.9688125e+00 -8.2405844e+00
 -1.9805798e+01  7.6081986e+00  3.4866624e+00  7.8233294e+00
  1.6071815e+01  2.3449579e+01  9.0558462e+00  1.7890074e+01
  7.5896239e+00  5.8487182e+00 -1.6475511e+00  4.4810634e+00
 -4.4528465e+00  3.4188116e-01 -1.4902177e+00  1.1146747e+00
 -1.4370761e+00  5.4413915e+00 -2.1410983e+00  2.9202547e+00
 -1.5826982e-01  3.0713432e+00 -2.0681047e+00  4.9694715e+00
 -1.3718845e+00  1.1664196e+00 -2.7389315e-01  8.7940180e-01
 -3.5680137e+00  2.3569584e+00 -1.2463777e+00  1.8970146e+00]",0748.jpg
1150,car,"[-120.14365     110.37148     -26.497358     13.922016    -13.2797365
   -9.110779      6.2639523    -5.141991     -5.271759      2.5529237
   -3.5734634     3.3824418     0.7078185     8.089151      0.27116108
    7.0329494     3.0320215     0.9666084    -4.018077     -5.355055
  -15.228799     -5.652647    -12.244737     -2.689287     -4.2664146
   -1.0823369    -2.0958242     2.622608     -1.383532      1.717575
   -2.5758276    -0.25292042   -3.6608477     5.0783696    -1.1553534
    1.6307187    -2.2934003     1.3926219    -0.571385      2.0437105 ]",train_00129.jpg
1151,car,"[-1.4055293e+02  5.7802216e+01 -4.6686149e+00  3.3878975e+01
  2.1260893e+00  1.5810422e+01  5.2470956e+00  1.4266861e+01
  3.4229827e-01  5.5081282e+00  2.3418181e+00  8.4732752e+00
 -5.4976478e+00  4.6759577e+00 -1.0327291e+00  3.1316550e+00
 -3.1394634e+00  1.6047714e+00 -1.0742828e+00  6.0114497e-01
 -7.8041446e-01  8.1836042e+00 -8.8794365e+00  6.8789959e-01
 -5.1378255e+00  9.4188400e-02 -5.8255968e+00 -2.4670440e-01
 -1.3565350e+00  4.6613135e+00 -3.5982072e+00  2.3647554e+00
  1.4174603e+00  3.8758061e+00 -2.0879147e+00  1.5902394e+00
  1.8604721e+00  3.5193312e+00 -3.8843548e+00  1.3870205e+00]",train_00863.jpg
1152,bird,"[-5.4489020e+02  6.7120094e+01  3.2121487e+01  2.2395081e+01
  1.4034671e+01  1.8058830e+01  9.4995403e+00  1.4023266e+01
  6.5476761e+00  1.1458515e+01  5.0460029e+00  1.0451846e+01
  4.4138989e+00  8.6530647e+00  3.6074514e+00  9.2700329e+00
  3.8320513e+00  8.9377890e+00  3.5199900e+00  7.3239994e+00
  2.3980620e+00  6.4355197e+00  1.7915692e+00  5.9344482e+00
  2.0278413e+00  6.7170620e+00  2.0898283e+00  6.8086772e+00
  2.0591767e+00  5.4818463e+00 -2.3089665e-01  4.9344501e+00
  1.5595880e+00  5.2983160e+00  1.5233327e+00  3.7494166e+00
 -5.1369101e-01  3.8693283e+00 -2.3773213e-01  2.6933079e+00]",0175.jpg
1153,dog,"[-3.9845596e+02  8.4135605e+01  1.8987837e+01  2.1699213e+01
  8.3224955e+00  1.5088113e+01 -3.6297387e-01  3.3474009e+00
 -4.8333936e+00  3.8717232e+00 -1.1009827e+00  4.3060679e+00
 -5.4154849e-01  8.6941643e+00  5.4575787e+00  1.2266171e+01
  4.3077598e+00  4.9472146e+00 -4.6169658e+00  2.0356733e-01
 -5.6802945e+00  2.0123395e-01 -4.9016538e+00 -1.1436477e+00
 -6.5276165e+00  2.4719791e+00 -1.0203590e+00  5.7336755e+00
  7.7893758e-01  3.8263786e+00 -3.0055556e+00  1.4491740e-01
 -4.8863044e+00 -2.7544931e-01 -3.1622751e+00  1.0586005e+00
 -2.4951758e+00  1.3681946e+00 -2.1217570e+00  1.5991168e+00]",n02085782_50.jpg
1154,car,"[-8.8949409e+01  1.2165624e+02 -2.6370752e+01  4.5711742e+01
 -1.1732352e+01 -1.3109161e-01  1.3098852e+01  7.5257812e+00
  6.0046802e+00  3.5114014e+00 -1.0300842e+01  1.2681933e+01
 -5.0363736e+00  3.1667387e+00  5.4534048e-01  6.2559843e+00
 -7.1951365e+00  3.9622424e+00 -1.9000669e+00  2.8516867e+00
  2.8913076e+00  2.9214048e+00 -1.9147370e+00  2.4444764e+00
 -1.0952215e-01  6.1247988e+00  2.4240549e+00  6.2418842e+00
 -2.8075724e+00  3.7263510e+00 -2.4319859e+00  5.2347913e+00
 -1.7864056e+00 -1.3454614e+00 -1.7101865e-01  9.1502199e+00
  1.3522795e+00  6.9372559e+00  3.2556772e+00 -8.6777109e-01]",train_00298.jpg
1155,bird,"[-5.6334277e+02  6.8615623e+01  2.0146008e+01  2.9494854e+01
  4.9996095e+00  1.5225730e+01  4.6940737e+00  7.2562404e+00
  3.5749266e+00  1.5313110e+00 -5.9309220e+00  6.2865615e+00
  5.3691297e+00  1.1705941e+01  1.2787098e+00  1.2207892e+01
  2.1526692e+00  6.6068273e+00  3.0113504e+00  3.4168367e+00
  1.2122132e+00  3.7673683e+00 -3.9066305e+00  5.3101211e+00
 -2.6717749e+00  4.1368403e+00 -1.0539987e-01  5.8646669e+00
  1.7766819e+00  2.4239397e+00 -7.2114103e-02  6.6524181e+00
  2.1565065e+00  5.0078611e+00 -2.0982122e+00  3.6517143e+00
 -2.0064821e+00  1.8446839e+00 -1.0918075e-02  2.4083958e+00]",0623.jpg
1156,dog,"[-3.6081400e+02  1.1904849e+02 -1.7577723e+01 -4.4799854e+01
 -2.2300158e+01 -4.0668995e+01 -4.8836979e+01 -2.5832417e+01
 -2.5377047e+01 -2.7829027e+01 -1.8821012e+01 -1.5876113e+00
 -1.2033779e+01 -1.3660495e+01 -6.7781496e+00  8.1638317e+00
  1.0666363e+00 -2.8471022e+00 -7.4495740e+00 -3.4264457e-01
  8.4670417e-02  4.4114614e+00 -6.2326756e+00 -7.0430164e+00
 -8.5152330e+00  1.1138462e-01 -2.9532230e-01  7.2113948e+00
  4.7992864e+00  6.8430529e+00  1.2154206e+00  4.5522738e+00
  1.1535983e+00  4.4915247e+00  1.6358777e+00  5.6316600e+00
 -7.0351791e-01  1.0261053e+00 -9.9696247e-03  4.8313622e+00]",n02097658_141.jpg
1157,car,"[-151.1876     105.6748     -14.872153    13.549493     6.478635
   21.311596     7.14904     28.759064    12.176031     9.591559
   -0.6670283   12.234908    10.399735     4.2185993   -2.556048
    6.0232377    6.277757     2.467431    -8.248951    10.399525
    9.1090555    4.9167566   -6.2586856    8.445267     2.625452
    5.6826644    3.1610801    4.805453     3.0229867    3.6939394
    2.7527163    7.066084    -4.644402    -1.2553332    3.4435918
    7.9684525    1.6371465    4.7916813   -4.171372     5.7945166]",train_00026.jpg
1158,dog,"[-2.15443848e+02  6.17281990e+01 -6.40536575e+01  5.71424675e+01
 -2.19066353e+01 -2.62529640e+01  2.15702324e+01  1.25302677e+01
 -1.41077681e+01  5.04532089e+01  1.29336319e+01 -8.00650501e+00
  1.00784712e+01 -5.41245842e+00 -1.55403595e+01  1.32555079e+00
 -1.21698523e+00 -1.11204290e+01 -1.01400166e+01  1.32099943e+01
 -1.45711842e+01 -1.13533316e+01 -2.37302184e+00 -1.45896584e-01
 -9.71602058e+00 -7.58400249e+00 -1.14050369e+01 -2.59676147e+00
 -7.81013107e+00  2.46457624e+00 -7.27813816e+00  2.21032068e-01
 -5.67392230e-01  3.50408517e-02 -3.05804396e+00 -2.92613077e+00
 -3.61262441e+00 -2.01378012e+00 -3.24480677e+00  3.55445790e+00]",n02096585_19.jpg
1159,car,"[-203.33545     78.85389     31.67423     22.71657     16.51431
   32.48935     15.037002    40.525566     7.109855     9.827699
   22.618359    15.637018    -7.699289    16.508043     2.9057024
   -5.9389358  -19.185888    12.812085    -0.3634241   -1.026854
   -5.8799634    0.842349    -6.228343    -5.5860643   -2.8145967
    5.863374    -0.9041105    7.295383    -2.2572773   -1.0091248
    0.5944901    6.8601375   -1.5447773   -6.405826    -7.1646733
   -1.5241554   -5.870048     2.8760157   -5.664602    -1.3459657]",train_00350.jpg
1160,car,"[-3.0850793e+02  1.4124194e+02 -1.8028852e+01  3.6797340e+01
  1.4822739e+01  1.2571708e+01  7.8370833e+00  2.0125502e+01
  3.0715241e+00  1.4199722e+01  1.0369941e+00  5.6528645e+00
  6.5309834e+00  7.5733047e+00  4.6191077e+00  1.0026394e+01
 -4.9110208e+00  8.6611748e+00 -7.7770209e-01  3.2785299e+00
 -1.3488277e+00  2.9795516e+00  1.6327044e-01  5.4226375e+00
 -1.1747909e+00  2.4606614e+00 -1.7458345e-01  2.6131136e+00
  1.1325107e+00  5.0489278e+00 -1.1267294e+00  2.2785532e+00
 -2.1049995e+00  2.0100884e+00 -1.5833993e+00  1.5435179e+00
  6.6228795e-01  1.1004959e+00 -2.4348562e+00 -7.8899807e-01]",train_00650.jpg
1161,dog,"[-3.3536270e+02  8.2356125e+01 -3.2726192e+01 -1.6356325e+01
 -1.8933107e+01 -2.4177076e+01 -3.3493950e+01 -2.3447224e+01
 -2.8003418e+01 -1.4359328e+01 -2.3448973e+01 -1.8165136e+01
 -1.2424419e+01  4.9090910e+00 -2.7288687e+00 -1.1520030e+00
 -1.3337632e+01 -1.8238026e+00 -9.2367697e+00 -8.1819081e-01
 -1.3919983e+01  3.1703935e+00 -6.3538647e+00  1.0037707e+00
 -8.0214529e+00  4.9274826e+00  1.9884900e+00  5.7825723e+00
  5.9529346e-01  8.0600414e+00  8.9084568e+00  7.2274632e+00
  2.7064410e-01  6.0292621e+00  3.7669623e+00  8.5057459e+00
  3.2115755e+00  8.8379583e+00 -2.5451601e+00  4.0585146e+00]",n02091032_309.jpg
1162,bird,"[-6.69438477e+02 -7.00168991e+01 -1.11766846e+02 -2.96006451e+01
 -9.54792976e+00  2.08558636e+01  7.45622253e+00  8.13013363e+00
 -1.88752759e+00  2.98470831e+00 -3.58576107e+00 -1.17251551e+00
 -2.10002208e+00  7.62938118e+00 -5.99731863e-01  2.93233967e+00
 -3.28178048e+00  9.90476608e-01 -2.75992179e+00  4.68487549e+00
 -3.01088357e+00  2.32468629e+00 -2.04676747e+00  2.65837359e+00
 -2.22542810e+00  1.67850447e+00 -2.97600698e+00  3.08278298e+00
 -5.59920669e-01  3.92995453e+00 -2.15373588e+00  1.47612309e+00
 -1.34197462e+00  2.66885996e+00 -2.43244433e+00  9.09614980e-01
 -2.37606573e+00  2.17784667e+00 -1.50572824e+00  1.28237259e+00]",0169.jpg
1163,car,"[-2.28177292e+02  1.39772980e+02 -9.12842178e+00  3.21483459e+01
  1.48347006e+01  1.46164694e+01  1.66076732e+00  1.00301194e+00
 -4.77147698e-01  1.88229351e+01  4.52285433e+00  1.44240866e+01
  1.05426836e+01  1.28099432e+01  7.43279600e+00  9.90852356e+00
  4.13631296e+00  6.46707439e+00  4.31849861e+00  1.04476404e+01
  1.00401125e+01  8.40129662e+00  2.43793297e+00  9.88647842e+00
  7.17924070e+00  6.41030693e+00 -1.67373776e+00  1.80986226e+00
 -4.73740339e+00 -1.36751521e+00 -2.44649196e+00  1.69112876e-01
 -6.18571103e-01  2.70913410e+00 -1.08403957e+00  2.03399372e+00
 -3.12399220e+00 -2.71823287e-01 -2.16142178e-01  5.19944572e+00]",train_00528.jpg
1164,car,"[-152.9594     107.26809    -15.64292     12.650879     6.8371387
   20.473286     8.056663    27.859278    12.622574     7.971346
   -1.1400708   12.223937    10.802663     5.2518406   -2.0388482
    5.136623     5.6143303    2.306896    -7.347072    11.0110855
    9.266258     4.8602324   -6.4862137    8.323271     3.3311841
    6.9419284    3.8661604    4.3449993    3.1395874    3.5041654
    2.612984     6.2492647   -4.1887445   -1.5401336    3.501452
    8.30419      2.7422907    6.605969    -5.356599     5.478385 ]",train_00028.jpg
1165,bird,"[-3.4613571e+02  9.3836227e+01  1.5366986e+01  5.6164433e+01
  5.3553671e-01  2.3528547e+01  1.5400431e+01 -3.9395361e+00
  8.1276017e-01  7.8595457e+00  1.9838372e+00 -2.1028562e+00
  3.9676669e-01  7.7754397e+00 -2.5461867e+00  8.3669338e+00
 -5.6517684e-01  7.6125484e+00 -2.7821023e+00  8.1213322e+00
  4.1442785e+00 -9.8179990e-01  8.6426067e+00  2.1192360e+00
 -2.5976074e+00  6.4596529e+00 -2.7550681e+00  5.3233547e+00
 -2.3505208e+00  2.7843051e+00 -1.7598156e+00  1.2919613e+00
 -8.1467533e-01  2.6017990e+00  8.9590204e-01  2.0897460e+00
 -2.8783040e-02  2.9458539e+00 -3.1454370e+00  3.7163610e+00]",0396.jpg
1166,car,"[-1.5184373e+02  8.7585480e+01 -1.0095138e+01  3.2350407e+01
  1.4798380e+01  3.0247839e+01  2.1140051e+01  3.8679667e+00
 -1.3887031e+01  3.4320436e+00  1.7549965e+01  1.3092837e+01
 -1.5206494e+01 -5.4964619e+00 -8.3212919e+00  1.7471673e-01
  4.4949646e+00  8.1785065e-01 -6.7844758e+00  5.7080612e+00
 -4.3300638e-01 -1.3082249e+00 -5.4814119e+00  6.8076406e+00
 -5.6952481e+00  5.7800746e+00 -9.5789032e+00  4.0641217e+00
 -1.8749965e+00 -4.9846964e+00 -3.7016318e+00  3.0354128e+00
 -8.9002943e+00  4.4302406e+00 -2.0517428e+00  2.8859584e+00
  1.3548125e-01  5.9476547e+00  3.8921855e-02 -3.1859943e-01]",train_00931.jpg
1167,dog,"[-2.62263885e+02  1.74064880e+02 -6.37822647e+01 -4.29351768e+01
 -4.67764168e+01 -4.45100479e+01 -2.43823986e+01 -2.99308701e+01
 -1.73090534e+01 -1.59294186e+01 -2.26760936e+00  3.19740772e-01
 -1.71867714e+01  4.30449677e+00  1.38949852e+01 -4.03550005e+00
 -1.33530569e+01 -1.14203558e+01 -5.49674797e+00 -1.03346195e+01
 -5.41440248e+00 -5.46773148e+00 -1.21719885e+01  2.57901406e+00
 -1.50172055e+00 -4.15405703e+00  1.01951075e+01 -2.06473455e-01
  2.20489413e-01  7.15546227e+00 -3.32808447e+00 -9.96738851e-01
  2.56751394e+00  1.64087534e+00  1.55775607e+00 -1.73188698e+00
  3.02519894e+00  3.31931782e+00 -3.21754837e+00 -9.87750292e-01]",n02088632_260.jpg
1168,car,"[-4.0669873e+02  1.7757843e+02  1.8248777e+01  3.8823284e+01
  2.6180780e+01  2.1851156e+01  1.9394981e+01  1.1112736e+01
  3.3797750e+00  9.6778002e+00  9.1233006e+00  3.0668366e+00
  1.8198928e+00  7.4193754e+00  3.7273486e+00  2.3524585e+00
  1.5469060e+00 -1.6855975e+00 -6.2950206e-01  7.0277648e+00
  7.7333784e+00  7.1961260e+00  3.3309062e+00 -5.3671375e-02
  1.6893977e+00  3.1017303e+00  2.9633269e+00  3.4836273e+00
  3.7122774e+00  5.5100808e+00  4.6968722e+00  2.6091803e-02
 -3.8949788e-02  2.4128151e+00  1.6323028e+00  2.5278423e+00
  4.6816473e+00  3.3280008e+00  2.6997576e+00  2.9562478e+00]",train_00609.jpg
1169,bird,"[-2.1092393e+02  5.4273514e+01 -2.8108040e+01  5.4967148e+01
 -3.5654224e+01  9.3541708e+00  1.0804276e+01 -1.6171986e+01
  6.4973559e+00  8.3760624e+00 -1.8633495e+01  1.1064465e+01
 -1.0321634e+01  2.6095176e+00 -4.2832625e-01 -8.2382075e-02
 -1.1626849e+00  4.7376266e+00 -6.3726764e+00  4.8123012e+00
 -4.9097652e+00  4.5026379e+00  1.3095596e-02 -1.0024942e+00
 -1.6132549e+00  4.4838950e-01 -5.3760939e+00  4.7860050e+00
 -2.2490740e+00 -2.3540547e+00 -2.2349315e+00  1.3321236e+00
 -2.9035072e+00  2.2663920e+00 -2.4742556e+00 -6.9837266e-01
 -1.9193374e+00  8.1496471e-01 -1.4552363e+00  1.6316062e+00]",0877.jpg
1170,dog,"[-3.5106946e+02  1.3240869e+02  3.4372940e+01 -1.9482936e+00
 -2.6766052e+01 -1.2025904e+01 -1.7760151e+01 -2.5118219e+01
 -2.4885809e+01 -1.6291655e+01 -8.2709131e+00  6.3312489e-01
 -2.2516048e+01 -1.6755217e+01 -9.8576756e+00  6.2254816e-01
  1.5548016e+01  1.0016124e+01  1.0713771e+01  3.3907328e+00
 -1.5623845e+00  1.6338184e+00  4.5655770e+00  1.9445421e+00
 -4.4604788e+00 -4.7942047e+00  8.4936816e-01  3.9229162e+00
  1.1641120e+00 -6.5800953e+00 -7.9303379e+00 -7.6134205e+00
 -1.6122451e+00  2.7548435e-01 -4.4210711e+00 -4.0737243e+00
 -1.4274298e+00 -6.6733140e-01 -1.5139886e+00  6.6920066e-01]",n02099601_14.jpg
1171,dog,"[-5.66374390e+02  8.74173279e+01  5.02063560e+00 -1.16526575e+01
 -6.47920656e+00  4.22743273e+00 -4.83348656e+00  4.60145903e+00
  4.54458809e+00  6.38892555e+00 -1.28597462e+00 -2.76913077e-01
 -1.08936989e+00  8.53536427e-01  1.21947360e+00 -9.09032226e-01
 -3.51858544e+00  1.72053635e+00  3.09155798e+00  2.02422619e-01
  1.56917882e+00  1.83269918e+00  1.23485994e+00  1.08801293e+00
 -1.06934941e+00  3.46568227e+00  2.52008343e+00  2.78795272e-01
  9.56298113e-01  1.75132215e-01  2.17005685e-01 -5.49682975e-01
  2.21128687e-01  1.89116144e+00 -9.32876945e-01  1.07526064e+00
 -3.57310742e-01  2.44825506e+00 -1.83759797e+00 -3.52716899e+00]",n02091831_410.jpg
1172,bird,"[-6.99749023e+02  4.25084190e+01 -3.90894279e+01  3.45682526e+01
 -2.31492138e+01  1.29825535e+01  1.83328450e+00 -2.12970409e+01
 -9.01114178e+00 -1.77527256e+01 -2.56753597e+01 -8.57958889e+00
 -1.45021553e+01  5.51101351e+00  8.54730892e+00  6.32545042e+00
 -8.18999100e+00 -4.74384665e-01 -9.68597031e+00  1.41719043e+00
  6.91217613e+00  2.14050055e+00  3.24308705e+00  3.88746095e+00
 -5.21328926e+00  4.53904390e+00 -4.78739643e+00  4.60610360e-01
 -1.33706594e+00  8.33346725e-01  7.65992329e-02  8.91184449e-01
 -3.22420025e+00 -1.49568248e+00 -4.15142393e+00  4.91181040e+00
 -3.42495751e+00  1.80466264e-01 -2.90701008e+00 -1.14302337e+00]",0706.jpg
1173,bird,"[-4.0174338e+02  4.1826080e+01 -1.2559720e+01  2.8563585e+01
 -9.5729437e+00  1.1505223e+01 -9.3309247e-01  5.0545959e+00
 -8.3072573e-01  1.0897158e+00  2.3885541e+00 -1.1387525e+00
 -1.8947433e-01  3.9284246e+00 -5.8338714e+00  3.3375373e+00
 -4.4162407e+00  4.1516562e+00 -5.1094770e+00  5.6994027e-01
 -1.5142045e+00  2.1561430e+00 -1.8022830e+00  2.4659362e+00
 -1.4858947e+00  1.7921940e+00 -2.9533880e+00  2.4069376e+00
 -3.3053620e+00  1.0247638e+00 -2.1608317e+00  2.0850818e+00
 -2.5805275e+00  1.8352376e+00 -3.3517721e+00 -5.4662061e-01
 -8.8782179e-01  1.2235314e+00 -2.0996337e+00  1.1855056e+00]",0720.jpg
1174,bird,"[-5.7554962e+02  9.7683151e+01  2.4041517e+01  1.4945367e+01
  5.6709714e+00  1.2648345e+01  6.8881836e+00  1.3544328e+01
  5.1286945e+00  9.4570122e+00  5.3366547e+00  7.9906921e+00
  2.1144192e+00  7.7689147e+00  1.3661071e-02  5.2475863e+00
  1.0068471e+00  5.6772528e+00  1.8345739e-01  5.6839108e+00
 -1.2308576e-01  3.8002343e+00 -1.1237193e+00  3.6062598e+00
 -1.3694562e+00  3.0770991e+00 -1.2628427e-01  4.6426654e+00
 -7.0516050e-01  3.8571954e+00  1.4182772e-01  2.4651029e+00
 -1.9068255e+00  2.3819501e+00 -2.7694418e+00  1.9561328e+00
 -1.1171113e+00  2.2263772e+00 -1.5656903e+00  2.9689040e+00]",0328.jpg
1175,bird,"[-4.3803568e+02  2.7192991e+01  5.8032832e+00  1.6694046e+01
 -1.7029543e+01  2.4710852e+01 -1.2052182e+01  1.8531700e+01
  1.3061181e+00 -8.0507606e-01  1.1803112e+01  4.8946867e+00
  7.1125579e+00  9.6245661e+00 -3.2494583e+00  9.1442518e+00
  1.5278201e+00  6.4387283e+00  3.1994536e+00  4.7436318e+00
 -1.5290588e+00  4.2651529e+00 -5.1160312e+00  4.5950456e+00
 -5.1551638e+00 -1.1116700e+00 -3.5060446e+00 -5.0189362e+00
 -4.5389719e+00 -1.4768438e-01 -6.1752720e+00  9.3775767e-01
 -7.7958159e+00 -2.1984518e+00 -7.1903272e+00 -6.2821031e-01
 -1.2657628e+00 -1.1221396e+00 -4.3702574e+00 -2.1042087e+00]",0893.jpg
1176,car,"[-53.036255    79.43188     31.188261    39.577393    -1.6654255
  23.262484     7.6621547    7.636871    14.541748     7.4462237
  -4.542144     9.386186    -0.9989933    6.308734     1.0010778
   3.4520903    0.45427716   4.1635327   -0.67198634   3.3337595
  -5.1007094    2.13173     -7.624203     0.8868117   -0.62534386
   1.958075    -1.4043622    2.7562778   -6.0049915    8.487871
  -6.0525055    3.4097235    1.2043055    2.8691828    5.071036
   5.3183317   -0.5673651    6.3927326   -1.4665074    0.4955784 ]",train_00515.jpg
1177,bird,"[-3.1937827e+02  7.0830353e+01  2.8732872e+00  3.3290192e+01
  5.7938795e+00  1.5916153e+01  5.1624012e+00  8.8974600e+00
 -1.5331477e+00 -1.1807107e+00 -1.3863079e+01 -4.3296576e+00
 -5.5398697e-01  5.8589144e+00 -3.9860040e-01  5.5718036e+00
 -8.1549031e-01  2.6118822e+00 -1.0348567e+00  4.2329884e+00
 -2.7956903e-01  6.9515705e+00 -4.4824842e-01  2.9092290e+00
 -9.9714941e-01  1.8687137e+00 -3.6261606e+00  1.2309998e+00
 -1.6625781e+00  1.9784411e+00 -2.7196407e+00  1.6673030e+00
 -2.1739204e+00  3.8167853e+00  4.2634118e-01  3.5048411e+00
  2.7413281e-02  2.5872138e+00 -2.1089368e+00  2.7920876e+00]",0479.jpg
1178,dog,"[-233.45348      65.05782     -44.11999     -15.641739     -5.6368804
   12.47565      11.752149     15.333121      7.783846     13.708795
    0.5605245    -7.2476516    -1.840857     10.073783      3.4684036
    2.875485      4.548795      3.2121437    -4.1122537     0.46333
    3.0078833     3.853707     -1.2977498     1.3256345    -3.2789328
   -3.2161894    -1.8261611     2.308952      3.0571275     5.7101197
   -2.731816     -2.7461119     0.28976244    3.1527414     0.33883744
    1.0311999    -0.74935263   -0.32160714   -3.0617495     1.2492963 ]",n02100583_264.jpg
1179,bird,"[-6.6686224e+02  7.9512512e+01 -3.1003878e+01 -3.3834708e+00
 -3.1504963e+01 -5.0283766e+00 -3.9630768e+00 -7.7212644e-01
  3.6256661e+00 -5.7000887e-01 -3.0540222e-01  6.8522415e+00
  1.2704097e+00  1.5264825e+01  3.5950050e+00  5.7615266e+00
 -4.0079489e-01  1.0627438e+00 -3.5973132e-01  4.4813004e+00
 -1.3354835e-02  5.0815678e+00 -1.4420880e+00  3.7690537e+00
 -3.4278619e-01  5.2424520e-01 -4.6993133e-01  3.8021605e+00
 -3.4303644e+00 -7.8146988e-01 -4.0869279e+00 -5.9656972e-01
 -3.5122328e+00 -1.5231757e+00 -2.7151468e+00  3.2544653e+00
 -1.7261077e+00  2.0101135e+00 -7.4072379e-01  1.2659167e+00]",0469.jpg
